driverref,position,time,ms,lap,raceid,roundNum,circuitName,circuitLat,circuitLong,circuitCountry,circuitCity
kevin_magnussen,6,01:41.3,101283,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,7,01:41.3,101256,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,8,01:41.4,101395,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,9,01:41.3,101337,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,10,01:41.3,101291,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,11,01:39.3,99330,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,12,01:41.4,101400,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,13,01:42.2,102235,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,14,01:44.8,104752,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,15,01:41.9,101942,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,16,01:42.0,102041,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,17,01:39.1,99050,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,18,01:42.5,102461,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,19,01:43.4,103360,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,20,01:59.5,119469,13,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:39.6,99629,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:42.1,102050,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,3,01:40.0,100035,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,4,01:43.0,103029,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,5,01:40.4,100409,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,6,01:44.2,104244,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,7,01:44.0,104005,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,8,01:44.1,104080,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,9,01:41.4,101352,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,10,01:39.3,99309,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,11,01:43.7,103736,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,12,01:41.2,101185,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,13,01:41.8,101803,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,14,01:39.7,99704,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,15,01:43.0,102959,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,16,01:42.8,102794,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,17,01:42.4,102375,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,18,01:45.3,105315,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,19,01:38.2,98179,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,20,02:01.1,121075,14,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:42.0,102041,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,2,01:42.4,102445,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,3,01:43.1,103097,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,4,01:57.4,117409,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,5,01:58.3,118327,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,6,01:38.6,98587,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,7,01:43.7,103687,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,8,01:43.1,103106,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,9,01:59.8,119764,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,10,01:41.9,101875,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,11,01:40.3,100256,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,12,02:01.4,121397,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,13,01:42.8,102819,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,14,01:42.8,102830,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,15,01:42.5,102543,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,16,02:05.6,125634,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,17,02:00.7,120669,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,18,01:39.1,99109,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,19,01:39.5,99517,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,20,01:58.5,118534,15,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:57.7,117660,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:36.9,96905,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,3,01:37.5,97477,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,4,01:58.9,118858,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,5,01:38.2,98236,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,6,02:02.4,122370,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,7,01:38.0,97968,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,8,01:38.7,98705,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,9,01:40.6,100572,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,10,01:42.6,102592,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,11,01:40.1,100079,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,12,01:43.6,103615,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,13,01:43.0,103031,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,14,02:02.0,121989,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,15,01:43.5,103515,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,16,01:40.3,100259,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,17,01:39.4,99406,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,18,02:01.7,121722,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,19,01:40.2,100164,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,20,01:39.2,99239,16,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:37.5,97520,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:37.6,97587,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,3,01:37.2,97172,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,4,01:36.6,96634,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,5,01:38.6,98644,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,6,01:38.1,98089,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,7,01:38.2,98216,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,8,01:38.9,98868,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,9,01:39.4,99434,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,10,01:41.9,101858,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,11,01:38.8,98820,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,12,01:39.9,99939,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,13,01:40.1,100103,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,14,01:43.4,103396,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,15,01:44.5,104450,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,16,01:38.3,98348,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,17,01:40.6,100565,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,18,01:46.2,106215,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,19,01:40.3,100265,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,20,01:39.7,99655,17,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:37.6,97634,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:37.7,97717,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,3,01:37.6,97561,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,4,01:36.9,96852,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,5,01:38.4,98368,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,6,01:38.1,98114,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,7,01:38.4,98442,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,8,01:38.9,98888,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,9,01:39.8,99809,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,10,01:40.0,100025,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,11,01:38.8,98760,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,12,01:44.4,104384,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,13,01:38.9,98901,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,14,01:41.8,101828,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,15,01:39.8,99814,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,16,01:39.9,99878,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,17,01:43.6,103590,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,18,01:40.2,100225,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,19,01:40.3,100272,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,20,02:00.1,120056,18,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:37.4,97408,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:37.7,97728,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,3,01:37.6,97581,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,4,01:37.2,97214,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,5,01:38.4,98393,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,6,01:38.3,98307,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,7,01:38.5,98539,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,8,01:39.4,99416,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,9,01:39.8,99785,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,10,01:38.4,98442,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,11,01:39.0,99011,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,12,01:38.8,98831,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,13,01:38.6,98630,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,14,01:40.1,100091,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,15,01:43.2,103166,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,16,01:40.8,100800,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,17,01:45.2,105242,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,18,01:40.2,100245,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,19,02:00.7,120651,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,20,01:39.4,99374,19,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:37.6,97562,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:38.3,98257,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,3,01:38.1,98059,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,4,01:37.5,97532,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,5,01:38.6,98606,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,6,01:38.1,98148,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,7,01:38.9,98883,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,8,01:39.1,99134,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,9,01:39.9,99874,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,10,01:38.9,98917,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,11,01:39.1,99069,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,12,01:39.0,98960,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,13,01:39.0,98954,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,14,01:39.3,99295,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,15,01:41.9,101881,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,16,01:40.2,100239,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,17,01:40.5,100489,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,18,01:38.9,98940,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,19,01:39.3,99349,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,20,02:03.7,123711,20,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:37.8,97807,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:38.3,98294,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,3,01:37.7,97721,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,4,01:37.6,97629,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,5,01:38.5,98542,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,6,01:38.6,98633,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,7,01:38.9,98859,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,8,01:39.1,99083,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,9,01:40.1,100087,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,10,01:39.2,99183,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,11,01:39.3,99294,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,12,01:39.3,99279,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,13,01:39.0,99047,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,14,01:39.8,99816,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,15,01:41.8,101816,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,16,01:41.2,101181,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,17,01:38.7,98713,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,18,01:41.7,101735,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,19,01:39.7,99722,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,20,01:39.2,99180,21,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:37.8,97752,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:38.2,98243,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,3,01:37.9,97914,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,4,01:37.9,97862,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,5,01:39.4,99407,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,6,01:38.6,98567,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,7,01:39.1,99058,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,8,01:39.2,99152,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,9,01:40.5,100504,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,10,01:39.3,99304,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,11,01:39.6,99574,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,12,01:39.8,99774,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,13,01:39.4,99351,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,14,01:40.0,99964,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,15,01:40.8,100816,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,16,01:42.9,102876,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,17,01:39.7,99655,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,18,01:41.0,101036,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,19,01:39.7,99715,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,20,01:39.3,99307,22,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:37.8,97774,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:38.1,98091,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,3,01:38.2,98244,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,4,01:38.0,97960,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,5,01:39.1,99109,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,6,01:38.9,98896,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,7,01:39.1,99120,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
gasly,8,01:39.3,99310,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
alonso,9,01:39.9,99922,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ocon,10,01:39.5,99495,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
tsunoda,11,01:39.6,99569,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
bottas,12,01:39.3,99339,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
zhou,13,01:39.3,99304,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
mick_schumacher,14,01:40.6,100636,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
albon,15,01:40.7,100736,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
norris,16,01:42.2,102186,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
stroll,17,01:39.8,99811,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
latifi,18,01:41.3,101284,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
ricciardo,19,01:39.8,99832,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hulkenberg,20,01:39.2,99220,23,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
leclerc,1,01:37.9,97913,24,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
max_verstappen,2,01:38.2,98187,24,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
sainz,3,01:38.2,98242,24,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
perez,4,01:38.2,98155,24,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
hamilton,5,01:39.3,99342,24,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
russell,6,01:39.3,99286,24,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
kevin_magnussen,7,01:39.4,99384,24,1074,1,Bahrain International Circuit,26.0325,50.5106,Bahrain,Sakhir
